timestamp,steps
2025-01-12 06:26:20,15900
2025-01-12 06:26:30,16000
2025-01-12 06:26:40,16100
2025-01-12 06:26:50,16200
2025-01-12 06:27:00,16300
2025-01-12 06:27:10,16400
2025-01-12 06:27:20,16500
2025-01-12 06:27:30,16600
2025-01-12 06:27:40,16700
2025-01-12 06:27:50,16800
2025-01-12 06:28:00,16900
2025-01-12 06:28:10,17000
2025-01-12 06:28:20,17100
2025-01-12 06:28:30,17200
2025-01-12 06:28:40,17300
2025-01-12 06:28:50,17400
2025-01-12 06:29:00,17500
2025-01-12 06:29:10,17600
2025-01-12 06:29:20,17700
2025-01-12 06:29:30,17800
2025-01-12 06:29:40,17900
2025-01-12 06:29:50,18000
2025-01-12 06:30:00,18100
2025-01-12 06:30:10,18200
2025-01-12 06:30:20,18300
2025-01-12 06:30:30,18400
2025-01-12 06:30:40,18500
2025-01-12 06:30:50,18600
2025-01-12 06:31:00,18700
2025-01-12 06:31:10,18800
2025-01-12 06:31:20,18900
2025-01-12 06:31:30,19000
2025-01-12 06:31:40,19100
2025-01-12 06:31:50,19200
2025-01-12 06:32:00,19300
2025-01-12 06:32:10,19400
2025-01-12 06:32:20,19500
2025-01-12 06:32:30,19600
2025-01-12 06:32:40,19700
2025-01-12 06:32:50,19800
2025-01-12 06:33:00,19900
2025-01-12 06:33:10,20000
2025-01-12 06:33:20,20100
2025-01-12 06:33:30,20200
2025-01-12 06:33:40,20300
2025-01-12 06:33:50,20400
2025-01-12 06:34:00,20500
2025-01-12 06:34:10,20600
2025-01-12 06:34:20,20700
2025-01-12 06:34:30,20800
2025-01-12 06:34:40,20900
2025-01-12 06:34:50,21000
2025-01-12 06:35:00,21100
2025-01-12 06:35:10,21200
2025-01-12 06:35:20,21300
2025-01-12 06:35:30,21400
2025-01-12 06:35:40,21500
2025-01-12 06:35:50,21600
2025-01-12 06:36:00,21700
2025-01-12 06:36:10,21800
2025-01-12 06:36:20,21900
2025-01-12 06:36:30,22000
2025-01-12 06:36:40,22100
2025-01-12 06:36:50,22200
2025-01-12 06:37:00,22300
2025-01-12 06:37:10,22400
2025-01-12 06:37:20,22500
2025-01-12 06:37:30,22600
2025-01-12 06:37:40,22700
2025-01-12 06:37:50,22800
2025-01-12 06:38:00,22900
2025-01-12 06:38:10,23000
2025-01-12 06:38:20,23100
2025-01-12 06:38:30,23200
2025-01-12 06:38:40,23300
2025-01-12 06:38:50,23400
2025-01-12 06:39:00,23500
2025-01-12 06:39:10,23600
2025-01-12 06:39:20,23700
2025-01-12 06:39:30,23800
2025-01-12 06:39:40,23900
2025-01-12 06:39:50,24000
2025-01-12 06:40:00,24100
2025-01-12 06:40:10,24200
2025-01-12 06:40:20,24300
2025-01-12 06:40:30,24400
2025-01-12 06:40:40,24500
2025-01-12 06:40:50,24600
2025-01-12 06:41:00,24700
2025-01-12 06:41:10,24800
2025-01-12 06:41:20,24900
2025-01-12 06:41:30,25000
2025-01-12 06:41:40,25100
2025-01-12 06:41:50,25200
2025-01-12 06:42:00,25300
2025-01-12 06:42:10,25400
2025-01-12 06:42:20,25500
2025-01-12 06:42:30,25600
2025-01-12 06:42:40,25700
2025-01-12 06:42:50,25800
2025-01-12 06:43:00,25900
2025-01-12 06:43:10,26000
2025-01-12 06:43:20,26100
2025-01-12 06:43:30,26200
2025-01-12 06:43:40,26300
2025-01-12 06:43:50,26400
2025-01-12 06:44:00,26500
2025-01-12 06:44:10,26600
2025-01-12 06:44:20,26700
2025-01-12 06:44:30,26800
2025-01-12 06:44:40,26900
2025-01-12 06:44:50,27000
2025-01-12 06:45:00,27100
2025-01-12 06:45:10,27200
2025-01-12 06:45:20,27300
2025-01-12 06:45:30,27400
2025-01-12 06:45:40,27500
2025-01-12 06:45:50,27600
2025-01-12 06:46:00,27700
2025-01-12 06:46:10,27800
2025-01-12 06:46:20,27900
2025-01-12 06:46:30,28000
2025-01-12 06:46:40,28100
2025-01-12 06:46:50,28200
2025-01-12 06:47:00,28300
2025-01-12 06:47:10,28400
2025-01-12 06:47:20,28500
2025-01-12 06:47:30,28600
2025-01-12 06:47:40,28700
2025-01-12 06:47:50,28800
2025-01-12 06:48:00,28900
2025-01-12 06:48:10,29000
2025-01-12 06:48:20,29100
2025-01-12 06:48:30,29200
2025-01-12 06:48:40,29300
2025-01-12 06:48:50,29400
2025-01-12 06:49:00,29500
2025-01-12 06:49:10,29600
2025-01-12 06:49:20,29700
2025-01-12 06:49:30,29800
2025-01-12 06:49:40,29900
2025-01-12 06:49:50,30000
2025-01-12 06:50:00,30100
2025-01-12 06:50:10,30200
2025-01-12 06:50:20,30300
2025-01-12 06:50:30,30400
2025-01-12 06:50:40,30500
2025-01-12 06:50:50,30600
2025-01-12 06:51:00,30700
2025-01-12 06:51:10,30800
2025-01-12 06:51:20,30900
2025-01-12 06:51:30,31000
2025-01-12 06:51:40,31100
2025-01-12 06:51:50,31200
2025-01-12 06:52:00,31300
2025-01-12 06:52:10,31400
2025-01-12 06:52:20,31500
2025-01-12 06:52:30,31600
2025-01-12 06:52:40,31700
2025-01-12 06:52:50,31800
2025-01-12 06:53:00,31900
2025-01-12 06:53:10,32000
2025-01-12 06:53:20,32100
2025-01-12 06:53:30,32200
2025-01-12 06:53:40,32300
2025-01-12 06:53:50,32400
2025-01-12 06:54:00,32500
2025-01-12 06:54:10,32600
2025-01-12 06:54:20,32700
2025-01-12 06:54:30,32800
2025-01-12 06:54:40,32900
2025-01-12 06:54:50,33000
2025-01-12 06:55:00,33100
2025-01-12 06:55:10,33200
2025-01-12 06:55:20,33300
2025-01-12 06:55:30,33400
2025-01-12 06:55:40,33500
2025-01-12 06:55:50,33600
2025-01-12 06:56:00,33700
2025-01-12 06:56:10,33800
2025-01-12 06:56:20,33900
2025-01-12 06:56:30,34000
2025-01-12 06:56:40,34100
2025-01-12 06:56:50,34200
2025-01-12 06:57:00,34300
2025-01-12 06:57:10,34400
2025-01-12 06:57:20,34500
2025-01-12 06:57:30,34600
2025-01-12 06:57:40,34700
2025-01-12 06:57:50,34800
2025-01-12 06:58:00,34900
2025-01-12 06:58:10,35000
2025-01-12 06:58:20,35100
2025-01-12 06:58:30,35200
2025-01-12 06:58:40,35300
2025-01-12 06:58:50,35400
2025-01-12 06:59:00,35500
2025-01-12 06:59:10,35600
2025-01-12 06:59:20,35700
2025-01-12 06:59:30,35800
2025-01-12 06:59:40,35900
2025-01-12 06:59:50,36000
